County,pct_rur_10,pop_10,pop_00,pop_90,pop_80,pop_70,hsg_10,hsg_00,hsg_90,hsg_80,hsg_70,lat,long,ind_dis,land_sqmi,pop_den,hsg_den,pct_dpop_00,pct_dpop_90,pct_dhsg_80,pct_dhsg_90,pct_dhsg_00,pct_dpop_80,h_sold_07,h_sold_08,h_sold_09,h_sold_10,h_sold_11,h_sold_12,h_sold_13,h_sold_14,h_sold_15,h_sold_16,med_07,med_08,med_09,med_10,med_11,med_12,med_13,med_14,med_15,med_16,fm_cnt_12,fm_cnt_07,lnd_acr_12,lnd_acr_07,avg_acr_12,avg_acr_07,lnd_val_12,lnd_val_07,k_12,k_07,avg_fm_12,avg_fm_07,avg_usd_12,avg_usd_07,fm_val_049_12,fm_val_050_12,fm_val_100_12,fm_val_200_12,fm_val_500_12,fm_val_01k_12,fm_val_02k_12,fm_val_05k_12,fm_val_10k_12,lnd_apx_12,lnd_pct_12,sz_fm_009_12,sz_acr_009_12,sz_fm_010_12,sz_acr_010_12,sz_fm_050_12,sz_acr_050_12,sz_fm_070_12,sz_acr_070_12,sz_fm_100_12,sz_acr_100_12,sz_fm_140_12,sz_acr_140_12,sz_fm_180_12,sz_acr_180_12,sz_fm_220_12,sz_acr_220_12,sz_fm_260_12,sz_acr_260_12,sz_fm_500_12,sz_acr_500_12,sz_fm_01k_12,sz_acr_01k_12,sz_fm_02k_12,sz_acr_02k_12,sz_fm_009_07,sz_acr_009_07,sz_fm_010_07,sz_acr_010_07,sz_fm_050_07,sz_acr_050_07,sz_fm_070_07,sz_acr_070_07,sz_fm_100_07,sz_acr_100_07,sz_fm_140_07,sz_acr_140_07,sz_fm_180_07,sz_acr_180_07,sz_fm_220_07,sz_acr_220_07,sz_fm_260_07,sz_acr_260_07,sz_fm_500_07,sz_acr_500_07,sz_fm_01k_07,sz_acr_01k_07,sz_fm_02k_07,sz_acr_02k_07,cp_fm_12,cp_fm_07,cp_acr_12,cp_acr_07,cp_hvt_fm_12,cp_hvt_fm_07,cp_hvt_acr_12,cp_hvt_acr_07,cp_gz_fm_12,cp_gz_fm_07x,cp_gz_acr_12,cp_gz_acr_07x,cp_ot_fm_12,cp_ot_fm_07,cp_ot_acr_12,cp_ot_acr_07,cp_id_fm_12,cp_id_fm_07,cp_id_acr_12,cp_id_acr_07,cp_fl_fm_12,cp_fl_fm_07,cp_fl_acr_12,cp_fl_acr_07,cp_sm_fm_12,cp_sm_fm_07,cp_sm_acr_12,cp_sm_acr_07,wd_fm_12,wd_fm_07,wd_acr_12,wd_acr_07,wd_p1_fm_12,wd_p1_fm_07,wd_p1_acr_12,wd_p1_acr_07,wd_p0_fm_12,wd_p0_fm_07,wd_p0_acr_12,wd_p0_acr_07,ps_rg_fm_12,ps_rg_fm_07,ps_rg_acr_12,ps_rg_acr_07,bdg_fm_12,bdg_fm_07,bdg_acr_12,bdg_acr_07,pst_fm_12,pst_fm_07,pst_acr_12,pst_acr_07,cnv_fm_12,cnv_fm_07,cnv_acr_12,cnv_acr_07,ins_fm_12,ins_fm_07,ins_acr_12,ins_acr_07,cp_ot_fm_02,cp_ot_acr_02,cp_id_fm_02,cp_id_acr_02,cp_fl_fm_02,cp_fl_acr_02,cp_sm_fm_02,cp_sm_acr_02,wd_fm_02,wd_acr_02,wd_p1_fm_02,wd_p1_acr_02
hickman,100.0,24690,22295,16754,15151,12096,10311,8904,6662,5634,4222,35.94,-87.34,3030.20742173,612.5,40.3,16.8,10.7,33.1,10.6,15.8,33.7,18.2,10,11,9,2,1,0,3,2,6,2,157450.0,172500.0,156000.0,233600,130000.0,0.0,143900.0,151000.0,135500.0,145950.0,639.0,651.0,120875.0,112187.0,189.0,172.0,639.0,651.0,289357.0,307143.0,452828.0,471801.0,2394.0,2738.0,34.0,72.0,135.0,233.0,104.0,41.0,17.0,3.0,1.0,392004.0,30.8,15.0,51.0,160.0,4671.0,65.0,3788.0,81.0,6579.0,61.0,7198.0,55.0,8606.0,38.0,7545.0,21.0,4998.0,91.0,30571.0,40.0,25656.0,9.0,12542.0,3.0,8670.0,10.0,54.0,186.0,5140.0,60.0,3470.0,76.0,6147.0,65.0,7554.0,63.0,9869.0,37.0,7459.0,28.0,15942.0,78.0,27170.0,40.0,26211.0,6.0,8039.0,2.0,47246.0,471.0,486.0,39329.0,43685.0,416.0,401.0,32961.0,27128.0,46.0,164.0,3428.0,12559.0,101.0,82.0,2940.0,3998.0,85.0,58.0,2128.0,2704.0,20.0,32.0,812.0,1294.0,4.0,5.0,51.0,16.0,496.0,458.0,39993.0,37518.0,202.0,224.0,7531.0,10177.0,380.0,331.0,32462.0,27341.0,473.0,420.0,38779.0,27380.0,383.0,321.0,2774.0,3604.0,511.0,545.0,49738.0,50116.0,18.0,22.0,640.0,549.0,17.0,12.0,7846.0,4344.0,99.0,3281.0,89.0,3142.0,12.0,564.0,2.0,145.0,546.0,39536.0,267.0,10973.0
houston,100.0,8426,8088,7018,6871,5853,4188,3901,3085,2799,2128,36.31,-87.7,4929.24117945,200.29,42.1,20.9,4.2,15.2,2.1,7.4,26.5,10.2,2,2,3,3,0,1,1,2,1,2,115500.0,147500.0,110000.0,116170,0.0,108000.0,97000.0,173950.0,150000.0,130000.0,338.0,382.0,50320.0,47190.0,149.0,124.0,338.0,382.0,114156.0,113915.0,337740.0,298207.0,2269.0,2414.0,28.0,36.0,68.0,145.0,42.0,16.0,2.0,1.0,10.0,128186.0,39.3,13.0,78.0,88.0,2217.0,55.0,3293.0,40.0,3228.0,30.0,3496.0,35.0,5422.0,14.0,2816.0,12.0,2887.0,28.0,9362.0,22.0,16219.0,1.0,4259.0,14.0,20120.0,15.0,36.0,127.0,3233.0,32.0,1943.0,47.0,3771.0,51.0,5881.0,42.0,6486.0,23.0,4640.0,11.0,2586.0,21.0,7205.0,8.0,4816.0,5.0,6593.0,37.0,14666.0,249.0,289.0,11828.0,18392.0,218.0,224.0,10032.0,9576.0,28.0,97.0,949.0,6578.0,39.0,59.0,847.0,2238.0,32.0,49.0,737.0,1503.0,7.0,18.0,110.0,142.0,4.0,1.0,4.0,38.0,238.0,234.0,15305.0,13958.0,109.0,112.0,3267.0,4604.0,182.0,168.0,12038.0,9354.0,245.0,260.0,21231.0,13488.0,216.0,174.0,1956.0,1352.0,272.0,320.0,25447.0,24670.0,206.0,18.0,241.0,106.0,4.0,2.0,53.0,638.0,40.0,1045.0,39.0,5278.0,1.0,1356.0,1.0,70.0,241.0,14632.0,126.0,3989.0
humphreys,82.5,18538,17929,15813,15957,13560,8865,8482,7136,6512,4802,35.94,-87.76,13280.0197256,530.98,34.9,16.7,3.4,13.4,-0.9,4.5,18.9,9.6,15,14,6,5,3,0,2,5,0,2,129000.0,91000.0,152750.0,90000,143400.0,0.0,159000.0,108500.0,0.0,80750.0,598.0,638.0,123488.0,118412.0,207.0,186.0,598.0,638.0,351254.0,304963.0,587381.0,477999.0,2844.0,2575.0,30.0,49.0,128.0,239.0,79.0,37.0,25.0,9.0,2.0,339830.0,36.3,18.0,39.0,163.0,4304.0,66.0,3824.0,52.0,4274.0,63.0,7606.0,38.0,6058.0,37.0,7164.0,23.0,5447.0,66.0,22902.0,56.0,36213.0,14.0,19425.0,2.0,74952.0,10.0,68.0,214.0,5537.0,61.0,3453.0,48.0,4016.0,73.0,8576.0,43.0,6816.0,33.0,6488.0,23.0,5409.0,74.0,24463.0,40.0,25987.0,16.0,21196.0,3.0,6403.0,441.0,496.0,40760.0,52652.0,408.0,433.0,34231.0,31034.0,47.0,153.0,3819.0,14134.0,66.0,103.0,2710.0,7484.0,52.0,58.0,2409.0,3843.0,17.0,49.0,301.0,3641.0,3.0,7.0,5.0,8.0,457.0,438.0,49120.0,37531.0,199.0,203.0,10575.0,8766.0,353.0,319.0,38545.0,28765.0,433.0,379.0,30464.0,25383.0,359.0,252.0,3144.0,2846.0,472.0,495.0,44858.0,48283.0,8.0,10.0,207.0,581.0,16.0,14.0,6632.0,4939.0,130.0,5758.0,115.0,4402.0,23.0,1356.0,18.0,12.0,470.0,46189.0,199.0,8938.0
jackson,100.0,11638,10984,9297,9398,8141,5843,5163,4219,3704,2912,36.22,-85.66,24422.560328,308.32,37.7,19.0,6.0,18.1,-1.1,13.2,22.4,13.9,2,3,0,0,1,2,1,1,0,1,150000.0,143236.0,0.0,0,162000.0,104450.0,45000.0,97900.0,0.0,155200.0,499.0,587.0,73726.0,75642.0,148.0,129.0,499.0,587.0,213345.0,205943.0,427545.0,350839.0,2894.0,2723.0,35.0,53.0,122.0,197.0,59.0,18.0,10.0,3.0,2.0,197521.0,37.3,16.0,79.0,146.0,4025.0,57.0,3307.0,48.0,4031.0,80.0,9421.0,45.0,7055.0,31.0,6077.0,15.0,3563.0,33.0,12384.0,25.0,16299.0,9.0,23839.0,3.0,7485.0,47.0,241.0,181.0,4871.0,49.0,2869.0,62.0,4938.0,86.0,10061.0,49.0,7526.0,24.0,4711.0,30.0,7036.0,33.0,11058.0,20.0,13390.0,5.0,6732.0,1.0,6403.0,363.0,468.0,19476.0,27888.0,320.0,349.0,13325.0,12166.0,46.0,206.0,3162.0,11632.0,85.0,104.0,2989.0,4090.0,72.0,77.0,2675.0,2769.0,16.0,32.0,314.0,1321.0,3.0,1.0,5.0,16.0,379.0,386.0,28401.0,27496.0,221.0,264.0,10559.0,12752.0,245.0,215.0,17842.0,14744.0,351.0,350.0,24049.0,18181.0,301.0,255.0,1800.0,2077.0,412.0,478.0,37770.0,42565.0,2.0,11.0,72.0,17811.0,6.0,8.0,1275.0,1789.0,111.0,2662.0,100.0,2459.0,18.0,203.0,2.0,15.0,405.0,32072.0,243.0,12439.0
jefferson,59.5,51407,44294,33016,31284,24940,23499,19319,14170,12230,8275,36.02,-83.41,18107.8267293,274.08,187.6,85.7,16.1,34.2,5.5,21.6,36.3,15.9,57,72,32,28,12,10,25,40,56,46,131450.0,139700.0,153600.0,149950,136450.0,160000.0,134900.0,135580.0,140648.0,139950.0,981.0,1211.0,95578.0,101585.0,97.0,84.0,981.0,1211.0,516146.0,475280.0,526143.0,392469.0,5400.0,4679.0,34.0,62.0,191.0,384.0,202.0,78.0,25.0,3.0,2.0,176267.0,54.2,46.0,102.0,404.0,10579.0,135.0,7898.0,127.0,10533.0,86.0,10032.0,54.0,8535.0,40.0,7900.0,20.0,4748.0,55.0,18660.0,9.0,5652.0,3.0,4056.0,2.0,70247.0,123.0,718.0,526.0,14513.0,137.0,7985.0,148.0,12439.0,87.0,10100.0,65.0,10358.0,30.0,5858.0,30.0,7043.0,46.0,16005.0,15.0,8604.0,2.0,13430.0,2.0,7575.0,797.0,951.0,37711.0,49249.0,757.0,835.0,33256.0,33140.0,75.0,345.0,2499.0,12574.0,105.0,117.0,1956.0,3535.0,80.0,79.0,1508.0,1883.0,28.0,42.0,445.0,1644.0,3.0,5.0,3.0,8.0,609.0,664.0,16068.0,14032.0,347.0,438.0,6439.0,7130.0,354.0,325.0,9629.0,6902.0,733.0,833.0,37778.0,33902.0,662.0,640.0,4021.0,4402.0,776.0,1046.0,46716.0,53606.0,34.0,29.0,567.0,85.0,19.0,12.0,2911.0,1563.0,199.0,5009.0,165.0,3211.0,36.0,1784.0,4.0,14.0,729.0,16550.0,447.0,7295.0
johnson,85.2,18244,17499,13766,13745,11569,8956,7879,6090,5385,4090,36.31,-82.0,25604.0444258,298.47,61.1,30.0,4.3,27.1,0.2,13.7,29.4,13.1,6,10,4,4,1,0,1,1,0,0,212000.0,148750.0,154500.0,140000,365000.0,0.0,40000.0,126000.0,0.0,0.0,476.0,513.0,47384.0,43543.0,100.0,85.0,476.0,513.0,225759.0,190230.0,474283.0,370818.0,4764.0,4369.0,38.0,43.0,104.0,169.0,69.0,41.0,11.0,10.0,1.0,191024.0,24.8,25.0,51.0,189.0,5472.0,65.0,3829.0,52.0,4267.0,50.0,5852.0,24.0,3801.0,26.0,5075.0,10.0,2321.0,26.0,8809.0,7.0,4265.0,1.0,21661.0,1.0,8670.0,29.0,109.0,224.0,6253.0,74.0,4390.0,70.0,5731.0,41.0,4693.0,27.0,4300.0,10.0,1972.0,9.0,8745.0,23.0,8223.0,4.0,2396.0,1.0,26016.0,1.0,18238.0,420.0,454.0,16138.0,18056.0,407.0,400.0,12682.0,10599.0,43.0,158.0,2874.0,6052.0,53.0,62.0,582.0,1405.0,51.0,55.0,541.0,1263.0,10.0,14.0,41.0,142.0,5.0,7.0,3.0,6.0,316.0,306.0,14865.0,12568.0,158.0,135.0,5352.0,3827.0,224.0,216.0,9513.0,8741.0,338.0,301.0,14767.0,11281.0,311.0,225.0,1614.0,1638.0,375.0,405.0,22993.0,21160.0,15.0,261.0,323.0,167.0,8.0,18.0,892.0,814.0,142.0,1805.0,140.0,1705.0,9.0,100.0,5.0,15.0,383.0,13063.0,177.0,4209.0
knox,10.9,432226,382032,335749,319694,276293,194949,171439,143582,125883,93011,36.12,-83.8,9121.53982862,508.22,850.5,383.6,13.1,13.8,5.0,13.7,19.4,14.1,970,663,370,574,333,507,354,694,875,932,208212.5,235600.0,206515.5,198500,200000.0,236186.0,234900.0,235065.5,247900.0,274052.5,912.0,1224.0,65347.0,82938.0,72.0,68.0,912.0,1224.0,501189.0,536782.0,549549.0,438547.0,7670.0,6472.0,41.0,71.0,150.0,331.0,203.0,72.0,43.0,1.0,10.0,325258.0,20.1,79.0,96.0,430.0,11128.0,107.0,6075.0,95.0,7725.0,90.0,10340.0,28.0,4289.0,34.0,6688.0,16.0,3851.0,24.0,8106.0,7.0,4539.0,2.0,31414.0,20.0,149017.0,158.0,830.0,589.0,14277.0,131.0,7515.0,118.0,9601.0,98.0,11257.0,34.0,5280.0,17.0,3347.0,25.0,6115.0,40.0,13303.0,11.0,6831.0,2.0,29246.0,1.0,18238.0,648.0,875.0,24489.0,35118.0,599.0,718.0,19925.0,23073.0,71.0,273.0,2914.0,9226.0,92.0,161.0,1650.0,2819.0,80.0,105.0,1175.0,1688.0,15.0,67.0,475.0,4714.0,1.0,1.0,3.0,38.0,531.0,578.0,13295.0,13815.0,291.0,315.0,4308.0,4509.0,339.0,346.0,8987.0,9306.0,670.0,804.0,24263.0,30300.0,578.0,550.0,3300.0,3705.0,713.0,1005.0,31485.0,44035.0,9.0,8.0,219.0,167.0,5.0,14.0,362.0,386.0,167.0,2614.0,134.0,2124.0,36.0,459.0,6.0,31.0,702.0,18406.0,387.0,5278.0
lake,100.0,7832,7954,7129,7455,8074,2598,2716,2610,3000,2826,36.33,-89.47,29690.883037800002,165.78,47.2,15.7,-1.5,11.6,-4.4,-4.3,4.1,-13.0,4,1,1,1,1,0,0,0,1,0,83000.0,70000.0,112900.0,76500,75500.0,0.0,0.0,0.0,132150.0,0.0,60.0,59.0,79747.0,84100.0,1329.0,1425.0,60.0,59.0,262434.0,232257.0,4373904.0,3936558.0,3291.0,2762.0,4.0,3.0,8.0,11.0,6.0,3.0,12.0,1.0,12.0,106102.0,75.2,1.0,192.0,9.0,3267.0,4.0,209.0,3.0,213.0,8.0,846.0,1.0,5390.0,1.0,8325.0,3.0,720.0,5.0,19560.0,5.0,3973.0,3.0,4228.0,17.0,67302.0,3.0,7.0,1.0,2867.0,3.0,159.0,9.0,792.0,1.0,3540.0,4.0,5441.0,63.0,3332.0,21.0,2622.0,3.0,1034.0,9.0,6646.0,8.0,10948.0,18.0,63755.0,54.0,57.0,78116.0,81149.0,52.0,56.0,76819.0,78614.0,107.0,2.0,4297.0,19057.0,13.0,16.0,1297.0,7632.0,11.0,8.0,709.0,1000.0,2.0,10.0,277.0,943.0,4.0,1.0,3.0,5.0,6.0,4.0,450.0,374.0,60.0,347.0,10686.0,23527.0,6.0,4.0,450.0,374.0,7.0,4.0,953.0,38322.0,15.0,16.0,228.0,667.0,7.0,6.0,953.0,14191.0,3.0,2.0,3938.0,681.0,42.0,42.0,72205.0,71893.0,15.0,1451.0,15.0,5671.0,2.0,1808.0,18.0,31.0,4.0,136.0,1.0,12439.0
lauderdale,58.7,27815,27101,23491,24555,20271,11256,10563,9343,9269,6843,35.83,-89.4,27630.498163300002,471.99,58.9,23.8,2.6,15.4,-4.3,6.6,13.1,0.8,24,12,3,1,0,0,0,1,0,1,121500.0,114000.0,103000.0,109000,0.0,0.0,0.0,149500.0,0.0,37500.0,457.0,602.0,200806.0,192232.0,439.0,319.0,457.0,602.0,627888.0,419584.0,1373935.0,696984.0,3127.0,2183.0,77.0,69.0,109.0,92.0,32.0,28.0,28.0,10.0,12.0,302075.0,66.5,13.0,77.0,144.0,4137.0,50.0,2873.0,59.0,5036.0,38.0,4447.0,34.0,5390.0,13.0,2469.0,6.0,1422.0,29.0,10243.0,18.0,12470.0,24.0,31283.0,29.0,120959.0,18.0,71.0,236.0,6808.0,72.0,4193.0,73.0,6152.0,56.0,6312.0,16.0,2429.0,17.0,3303.0,23.0,5384.0,17.0,5781.0,26.0,17385.0,22.0,29246.0,26.0,105168.0,388.0,517.0,172488.0,162700.0,240.0,264.0,155742.0,134679.0,38.0,133.0,6280.0,7714.0,197.0,231.0,10466.0,20307.0,187.0,209.0,10084.0,15593.0,10.0,30.0,336.0,4714.0,2.0,6.0,7.0,9.0,191.0,215.0,13816.0,13316.0,60.0,76.0,1640.0,3167.0,153.0,154.0,12176.0,10149.0,162.0,179.0,12066.0,13321.0,228.0,185.0,2436.0,2895.0,190.0,293.0,19986.0,24202.0,160.0,261.0,8896.0,17298.0,86.0,73.0,110806.0,107616.0,236.0,21926.0,217.0,18003.0,33.0,3923.0,3.0,6.0,198.0,12156.0,84.0,2412.0
lawrence,75.9,41869,39926,35303,34110,29097,18177,16821,14229,12540,9546,35.32,-87.3,26956.2238954,617.13,67.8,29.5,4.9,13.1,3.5,8.1,18.2,13.5,29,29,17,12,8,7,9,13,23,21,133000.0,129400.0,150000.0,140000,124000.0,127000.0,164000.0,137500.0,135000.0,169000.0,1559.0,1842.0,235763.0,238318.0,151.0,129.0,1559.0,1842.0,624635.0,738918.0,400664.0,401150.0,2649.0,3101.0,107.0,199.0,406.0,557.0,196.0,53.0,30.0,9.0,2.0,394962.0,59.7,69.0,378.0,498.0,13281.0,207.0,12233.0,195.0,16163.0,174.0,20091.0,97.0,15203.0,76.0,15092.0,41.0,9729.0,115.0,40404.0,59.0,37529.0,17.0,21661.0,11.0,33999.0,133.0,699.0,615.0,17564.0,220.0,12895.0,237.0,19590.0,186.0,21054.0,91.0,14366.0,73.0,14550.0,68.0,15942.0,141.0,49229.0,61.0,39486.0,12.0,16213.0,5.0,16730.0,1146.0,1415.0,105493.0,120908.0,971.0,1022.0,89536.0,77846.0,93.0,512.0,4107.0,25746.0,278.0,359.0,11850.0,17316.0,253.0,288.0,10859.0,13339.0,31.0,91.0,988.0,3972.0,3.0,3.0,3.0,5.0,1009.0,1045.0,52920.0,46940.0,583.0,645.0,18852.0,18890.0,647.0,617.0,34068.0,28050.0,1132.0,1077.0,70322.0,62211.0,1019.0,831.0,7028.0,8259.0,1211.0,1449.0,93281.0,106847.0,155.0,299.0,7522.0,18165.0,57.0,48.0,33768.0,24384.0,364.0,14763.0,337.0,14335.0,32.0,378.0,6.0,50.0,1101.0,51259.0,674.0,19599.0
lewis,70.2,12161,11367,9247,9700,6761,5470,4821,3943,3249,2395,35.55,-87.55,13915.659594499999,282.09,43.1,19.4,7.0,22.9,-4.7,13.5,22.3,21.4,5,7,5,2,1,0,0,1,0,1,123100.0,109000.0,126000.0,151700,89000.0,0.0,0.0,124407.0,0.0,75000.0,222.0,260.0,30725.0,35566.0,138.0,137.0,222.0,260.0,79937.0,101817.0,360079.0,391603.0,2602.0,2863.0,17.0,22.0,58.0,80.0,31.0,11.0,3.0,2.0,11.0,180537.0,17.0,11.0,39.0,79.0,13449.0,17.0,1044.0,26.0,2257.0,30.0,3502.0,6.0,916.0,12.0,2357.0,12.0,2983.0,16.0,5457.0,11.0,7203.0,2.0,6588.0,40.0,54740.0,22.0,86.0,80.0,2187.0,31.0,1833.0,22.0,1883.0,26.0,2989.0,18.0,2861.0,6.0,1143.0,14.0,9958.0,27.0,9175.0,13.0,9033.0,1.0,18915.0,8.0,14340.0,154.0,170.0,9565.0,13995.0,140.0,128.0,6906.0,6772.0,16.0,63.0,2076.0,5838.0,32.0,38.0,583.0,1385.0,27.0,27.0,411.0,911.0,9.0,18.0,172.0,474.0,4.0,4.0,7.0,8.0,162.0,175.0,12291.0,12251.0,79.0,84.0,2392.0,3502.0,117.0,114.0,9899.0,8749.0,164.0,183.0,7743.0,8521.0,139.0,110.0,1126.0,799.0,179.0,228.0,12211.0,17861.0,4.0,12.0,66.0,249.0,3.0,4.0,747.0,3602.0,50.0,1773.0,44.0,1696.0,9.0,77.0,5.0,31.0,159.0,12894.0,64.0,2220.0
lincoln,72.5,33361,31340,28157,26483,24318,15241,13999,11902,10292,8386,35.31,-86.63,7663.82711861,570.34,58.5,26.7,6.4,11.3,6.3,8.9,17.6,15.6,69,81,52,37,26,19,23,25,24,20,95500.0,118000.0,111250.0,124900,106450.0,120000.0,139900.0,149900.0,143250.0,130500.0,1595.0,1782.0,265906.0,260874.0,167.0,146.0,1595.0,1782.0,896459.0,896984.0,562043.0,503358.0,3371.0,3438.0,69.0,129.0,332.0,601.0,278.0,122.0,46.0,12.0,6.0,365016.0,72.8,53.0,277.0,475.0,12960.0,175.0,9944.0,170.0,14093.0,181.0,21190.0,122.0,19279.0,82.0,16417.0,74.0,17559.0,165.0,57506.0,76.0,47825.0,13.0,16371.0,9.0,32485.0,90.0,496.0,637.0,16377.0,164.0,9512.0,178.0,14661.0,172.0,20297.0,129.0,20222.0,93.0,18323.0,56.0,13446.0,179.0,62636.0,65.0,43231.0,11.0,13563.0,8.0,28110.0,1181.0,1331.0,108231.0,117883.0,1093.0,1097.0,91319.0,83486.0,142.0,460.0,13388.0,27013.0,141.0,180.0,3524.0,7384.0,114.0,119.0,2898.0,4280.0,29.0,70.0,626.0,3104.0,5.0,6.0,3.0,13.0,1044.0,996.0,58139.0,51333.0,657.0,700.0,32029.0,32527.0,536.0,441.0,26110.0,18806.0,1166.0,1206.0,91343.0,83449.0,1008.0,814.0,8193.0,8209.0,1285.0,1498.0,136760.0,142989.0,22.0,43.0,567.0,1211.0,85.0,66.0,43363.0,32300.0,192.0,8413.0,167.0,7890.0,40.0,523.0,4.0,145.0,1082.0,55759.0,753.0,34606.0
loudon,40.6,48556,39086,31255,28553,24266,21725,17277,12995,10835,8439,35.65,-84.17,14269.5957334,229.22,211.8,94.8,24.2,25.1,9.5,25.7,33.0,19.9,191,100,94,82,33,46,55,77,116,153,275900.0,252500.0,235000.0,227600,210900.0,234989.5,202900.0,283340.0,277934.5,288912.0,685.0,768.0,69381.0,77040.0,101.0,100.0,685.0,768.0,376161.0,380835.0,549141.0,495878.0,5422.0,4943.0,37.0,26.0,133.0,293.0,127.0,42.0,19.0,7.0,1.0,146700.0,47.3,37.0,181.0,302.0,8003.0,80.0,4643.0,63.0,4984.0,78.0,8818.0,44.0,6893.0,29.0,5742.0,13.0,2995.0,23.0,8795.0,10.0,6769.0,4.0,5000.0,2.0,42445.0,68.0,73.0,365.0,8947.0,68.0,3898.0,62.0,5012.0,64.0,7392.0,42.0,6528.0,26.0,5060.0,11.0,2586.0,29.0,10363.0,25.0,15746.0,7.0,9040.0,1.0,63755.0,528.0,577.0,33149.0,39310.0,498.0,488.0,29575.0,27357.0,57.0,206.0,2165.0,9414.0,67.0,87.0,1409.0,2539.0,50.0,56.0,1021.0,1354.0,15.0,39.0,385.0,1495.0,3.0,2.0,3.0,6.0,444.0,470.0,11203.0,11846.0,210.0,284.0,3644.0,4330.0,306.0,283.0,7559.0,7516.0,505.0,499.0,22148.0,23192.0,469.0,400.0,2881.0,2692.0,535.0,656.0,27957.0,36936.0,1.0,4.0,8726.0,85.0,26.0,8.0,6416.0,3567.0,99.0,3504.0,87.0,2567.0,22.0,261.0,1.0,70.0,547.0,14232.0,311.0,5510.0
mcminn,60.3,52266,49015,42383,41878,35462,23341,21626,17616,15797,12074,35.45,-84.6,12732.500804000001,430.12,121.5,54.3,6.6,15.6,1.2,7.9,22.8,11.5,47,43,30,14,6,7,4,10,14,19,147500.0,160000.0,147500.0,137500,115250.0,146000.0,75237.5,167500.0,186500.0,150000.0,1043.0,1204.0,122365.0,122502.0,117.0,102.0,1043.0,1204.0,501424.0,492991.0,480752.0,409461.0,4098.0,4024.0,75.0,93.0,198.0,400.0,174.0,64.0,31.0,7.0,1.0,275280.0,44.5,49.0,207.0,418.0,11368.0,134.0,7751.0,96.0,7797.0,102.0,11974.0,61.0,9476.0,43.0,8482.0,28.0,6711.0,71.0,24712.0,33.0,21086.0,6.0,10658.0,2.0,102365.0,75.0,73.0,538.0,14615.0,115.0,6684.0,122.0,9963.0,93.0,10699.0,76.0,12005.0,53.0,10458.0,23.0,5399.0,81.0,28330.0,22.0,14246.0,5.0,7299.0,1.0,14666.0,788.0,916.0,48187.0,56371.0,716.0,773.0,40812.0,37435.0,83.0,290.0,4052.0,13216.0,138.0,147.0,3323.0,5720.0,124.0,97.0,2830.0,2628.0,21.0,61.0,493.0,3092.0,2.0,7.0,51.0,11.0,683.0,728.0,30062.0,26612.0,376.0,444.0,8655.0,11976.0,453.0,415.0,21407.0,14636.0,771.0,784.0,39235.0,34741.0,683.0,540.0,4881.0,4778.0,821.0,1000.0,51942.0,59933.0,4.0,11.0,101.0,208.0,40.0,20.0,10376.0,5440.0,142.0,2950.0,116.0,2463.0,29.0,93.0,2.0,12.0,707.0,27069.0,433.0,11965.0
mcnairy,85.3,26075,24653,22422,22525,18369,11933,11219,9734,9016,6469,35.23,-88.38,10699.2993964,562.86,46.3,21.2,5.8,10.0,-0.5,6.4,15.3,8.0,11,11,9,5,6,8,8,4,5,2,92400.0,99900.0,146000.0,138500,147715.0,134000.0,152500.0,121750.0,142000.0,149000.0,658.0,763.0,129982.0,122763.0,198.0,161.0,658.0,763.0,280348.0,271124.0,426061.0,355340.0,2157.0,2209.0,58.0,94.0,201.0,183.0,75.0,30.0,10.0,4.0,3.0,360219.0,36.1,23.0,111.0,148.0,4345.0,61.0,3644.0,95.0,7907.0,60.0,6927.0,58.0,9081.0,44.0,8620.0,31.0,7399.0,99.0,35745.0,26.0,17097.0,8.0,10922.0,5.0,18184.0,24.0,142.0,197.0,5800.0,96.0,5669.0,130.0,10642.0,75.0,8782.0,58.0,9145.0,46.0,9169.0,34.0,7948.0,58.0,19640.0,33.0,21262.0,8.0,10449.0,4.0,14115.0,513.0,611.0,61456.0,68318.0,364.0,366.0,45237.0,41513.0,45.0,177.0,3851.0,9013.0,228.0,262.0,12368.0,17792.0,218.0,229.0,11392.0,14554.0,16.0,58.0,969.0,3238.0,3.0,4.0,7.0,38.0,447.0,436.0,44440.0,32325.0,154.0,183.0,4364.0,6316.0,368.0,333.0,40076.0,26009.0,356.0,314.0,19110.0,15939.0,412.0,342.0,4976.0,6181.0,387.0,456.0,27325.0,31268.0,171.0,289.0,8866.0,16516.0,48.0,38.0,21809.0,21733.0,312.0,20286.0,294.0,19067.0,34.0,938.0,1.0,15.0,445.0,36688.0,188.0,7344.0
